,claim_id,claim_text,claim_label,evidences,evidence text
93,claim-1038,(Multiplying .95 by itself 15 times yields 46.3 percent.)”,NOT_ENOUGH_INFO,evidence-1052470,"For example, assuming reinvestment, the cumulative return for annual returns: 50%, -20%, 30% and -40% is: ( 1 + 0.50 ) ( 1 − 0.20 ) ( 1 + 0.30 ) ( 1 − 0.40 ) − 1 = − 0.0640 = − 6.40 % {\displaystyle (1+0.50)(1-0.20)(1+0.30)(1-0.40)-1=-0.0640=-6.40\%} and the geometric average is: ( 1 + 0.50 ) ( 1 − 0.20 ) ( 1 + 0.30 ) ( 1 − 0.40 ) 4 − 1 = − 0.0164 = − 1.64 % {\displaystyle {\sqrt[{4}]{(1+0.50)(1-0.20)(1+0.30)(1-0.40)}}-1=-0.0164=-1.64\%} which is equal to the annualized cumulative return: 1 − 0.0640 4 − 1 = − 0.0164 {\displaystyle {\sqrt[{4}]{1-0.0640}}-1=-0.0164} In the presence of external flows, such as cash or securities moving into or out of the portfolio, the return should be calculated by compensating for these movements."
94,claim-1038,(Multiplying .95 by itself 15 times yields 46.3 percent.)”,NOT_ENOUGH_INFO,evidence-56420,"The value of an investment is doubled if the return r {\displaystyle r} = +100%, that is, if r l o g {\displaystyle r_{\mathrm {log} }} = ln($200 / $100) = ln(2) = 69.3%."
95,claim-2794,But his results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,DISPUTED,evidence-269431,Arrhenius calculated the temperature increase expected from doubling CO 2 to be around 5-6 °C.
96,claim-2794,But his results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,DISPUTED,evidence-950248,"The IPCC (2007) estimates that the expected rise in temperature due to a doubling of CO2 to be about 3 °C (5.4 °F), ± 1.5°."
97,claim-2794,But his results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,DISPUTED,evidence-725977,"On the other hand, any doubling of the percentage of carbon dioxide in the air would raise the temperature of the earth's surface by 4°; and if the carbon dioxide were increased fourfold, the temperature would rise by 8°."""
98,claim-930,"“Right now, the shelf works like a giant bottle-stopper that slows down ice trying to flow from the land into the sea.",NOT_ENOUGH_INFO,evidence-1005403,"However, it is the outflow of the ice from the land to form the ice shelf which causes a rise in global sea level."
99,claim-930,"“Right now, the shelf works like a giant bottle-stopper that slows down ice trying to flow from the land into the sea.",NOT_ENOUGH_INFO,evidence-69047,An ice shelf is a large floating platform of ice that forms where a glacier or ice sheet flows down to a coastline and onto the ocean surface.
100,claim-930,"“Right now, the shelf works like a giant bottle-stopper that slows down ice trying to flow from the land into the sea.",NOT_ENOUGH_INFO,evidence-630900,"This new source of ice volume flows down from above sea level, displacing sea water and so contributing to sea level rise."
101,claim-930,"“Right now, the shelf works like a giant bottle-stopper that slows down ice trying to flow from the land into the sea.",NOT_ENOUGH_INFO,evidence-1199599,That flow continually moves ice from the grounding line to the seaward front of the shelf.
102,claim-930,"“Right now, the shelf works like a giant bottle-stopper that slows down ice trying to flow from the land into the sea.",NOT_ENOUGH_INFO,evidence-1150464,The Ross Ice Shelf pushes out into the sea at between 1.5 and 3 m (5 and 10 ft) a day.
103,claim-2763,The long term trend from albedo is of cooling.,SUPPORTS,evidence-695602,"The scattering of radiation causes atmospheric cooling, whereas absorption can cause atmospheric warming."
104,claim-2763,The long term trend from albedo is of cooling.,SUPPORTS,evidence-458452,"[citation needed] Arctic regions notably release more heat back into space than what they absorb, effectively cooling the Earth."
105,claim-2763,The long term trend from albedo is of cooling.,SUPPORTS,evidence-1075210,"A layer of snowfall increases local albedo, reflecting away sunlight, leading to local cooling."
106,claim-1920,Melting of Arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate.,NOT_ENOUGH_INFO,evidence-379278,Arctic Sea ice maintains the cool temperature of the polar regions and it has an important albedo effect on the climate.
107,claim-1920,Melting of Arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate.,NOT_ENOUGH_INFO,evidence-118577,"The effects of global warming in the Arctic include rising temperatures, loss of sea ice, and melting of the Greenland ice sheet."
108,claim-1920,Melting of Arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate.,NOT_ENOUGH_INFO,evidence-896442,"The effects of climate change on human systems, mostly due to warming and shifts in precipitation, have been detected worldwide."
109,claim-1920,Melting of Arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate.,NOT_ENOUGH_INFO,evidence-780167,The current rate of decline of the ice caps has caused many investigations and discoveries on glacier dynamics and their influence on the world's climate.
110,claim-1920,Melting of Arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate.,NOT_ENOUGH_INFO,evidence-869636,"The melting of the polar ice caps, combined with thermal expansion, will lead to rises in sea levels that may impact adversely on our coastal cities."
111,claim-2961,Cooks ’97% consensus’ disproven by a new peer,REFUTES,evidence-364120,"In November 2019, his survey of over 11,600 peer-reviewed articles published in the first seven months of 2019 showed that the consensus had reached 100%."
112,claim-2961,Cooks ’97% consensus’ disproven by a new peer,REFUTES,evidence-608883,"A November 2019 study showed that the consensus among research scientists had grown to 100%, based on a review of 11,602 peer-reviewed articles published in the first 7 months of 2019."
113,claim-1395,"Severe storms, floods and agricultural losses may cost a great deal of money, but such extreme weather events—and their resulting costs—are dramatically declining as the Earth modestly warms.",REFUTES,evidence-789848,"Climate change caused by human activities that emit greenhouse gases into the air is expected to affect the frequency of extreme weather events such as drought, extreme temperatures, flooding, high winds, and severe storms."
114,claim-1404,"receding polar ice caps have little if any negative impact on human health and welfare, and likely a positive benefit",REFUTES,evidence-183320,Floods have short and long term negative implications to peoples' health and well being.
115,claim-1404,"receding polar ice caps have little if any negative impact on human health and welfare, and likely a positive benefit",REFUTES,evidence-634003,These melting glaciers have many social and ecological consequences that directly or indirectly impact the health and well-being of humans.
116,claim-2257,'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,REFUTES,evidence-123975,Carbon dioxide also causes ocean acidification because it dissolves in water to form carbonic acid.
117,claim-2257,'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,REFUTES,evidence-763909,"""Marine calcifiers exhibit mixed responses to CO 2-induced ocean acidification""."
118,claim-2257,'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,REFUTES,evidence-973268,These rising levels of carbon dioxide are acidifying the oceans.
119,claim-646,"If Houlton’s finding about these vast, previously unknown nitrogen stores holds true, then it would have an enormous impact on global warming predictions.",NOT_ENOUGH_INFO,evidence-1127656,"Climate models predict much greater warming in the Arctic than the global average, resulting in significant international attention to the region."
120,claim-646,"If Houlton’s finding about these vast, previously unknown nitrogen stores holds true, then it would have an enormous impact on global warming predictions.",NOT_ENOUGH_INFO,evidence-661614,"In a projection designed to simulate a future where no efforts are made to reduce global emissions, the likely rise in global average temperature was predicted to be 5.5 °C by 2100."
121,claim-646,"If Houlton’s finding about these vast, previously unknown nitrogen stores holds true, then it would have an enormous impact on global warming predictions.",NOT_ENOUGH_INFO,evidence-1068819,"By the 1970s, scientists were becoming increasingly aware that estimates of global temperatures showed cooling since 1945, as well as the possibility of large scale warming due to emissions of greenhouse gases."
122,claim-646,"If Houlton’s finding about these vast, previously unknown nitrogen stores holds true, then it would have an enormous impact on global warming predictions.",NOT_ENOUGH_INFO,evidence-1036643,"When the model included estimated changes in solar intensity, it gave a reasonable match to temperatures over the previous thousand years and its prediction was that ""CO 2 warming dominates the surface temperature patterns soon after 1980."""
